15,15,20,24,29,34,38,43,47,52,56,62,65,71,75,79,85,89,93,98,103,107,112,116,121
1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
7,6,6,8,8,13,24,24,24,32,32,40,40,48,48,48,56,56,64,64,72,72,72,80,80
3,1,2,2,1,2,2,2,2,3,2,3,3,2,3,3,4,3,4,3,4,4,4,4,5
3,1,2,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,26,27
6,3,5,5,6,6,7,8,9,9,10,10,12,12,12,14,14,15,15,16,17,18,18,19,19
4,1,2,3,2,2,3,3,3,4,3,6,7,7,8,8,9,9,10,10,11,11,12,13,13
3,1,2,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,26,27
27,54,81,108,135,162,189,216,244,271,298,325,352,379,406,433,460,488,515,542,569,596,623,650,677
2,4,6,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54
6,4,4,6,6,7,7,9,9,9,11,11,12,13,13,14,15,16,16,17,18,19,19,20,21
4,2,6,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54
13,27,40,54,67,81,94,108,122,135,149,162,176,189,203,216,230,244,257,271,284,298,311,325,338
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54
6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150
6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150
9,19,29,39,49,59,69,78,88,98,108,118,128,138,147,157,167,177,187,197,207,216,226,236,246
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54
4,1,2,3,2,3,2,3,4,3,4,4,4,4,4,5,5,5,6,5,6,6,6,6,7
5,3,3,4,4,4,5,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,26,27
4,3,5,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54
3,1,2,2,1,2,2,2,2,3,2,3,2,3,3,3,3,4,3,4,4,4,4,4,4
2,5,7,10,12,15,18,20,23,25,28,30,33,36,38,41,43,46,49,51,54,56,59,61,64
3,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,3,2,2,3,2,3,2,3,3
4,2,3,2,3,4,3,4,4,5,4,5,6,5,6,6,7,6,7,8,7,8,9,8,9
4,3,3,3,4,4,4,5,5,5,6,7,6,7,7,8,8,9,9,9,10,10,10,11,11
2,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
3,2,1,2,2,2,2,2,2,3,2,5,5,6,6,6,7,7,8,8,9,9,9,10,10
7,5,7,7,9,10,10,12,14,14,15,17,17,19,20,21,22,23,25,25,27,28,29,30,31
3,1,2,2,1,2,2,2,2,3,2,3,2,3,3,3,3,4,3,4,4,4,4,4,4
3,2,2,2,2,2,3,2,3,3,4,3,3,4,4,4,4,5,5,4,5,6,5,6,5
4,2,3,2,3,3,4,4,4,4,4,5,5,6,6,6,6,6,7,7,8,8,8,8,8
4,2,2,2,3,3,3,3,4,4,4,4,5,4,5,6,5,6,6,6,7,7,7,7,7
5,4,3,5,5,5,6,7,7,8,8,9,10,10,10,11,12,12,13,14,14,14,15,16,16
3,2,1,2,2,2,2,2,3,2,3,3,3,3,4,3,4,4,4,4,4,4,5,5,4
2,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,2,1,1,2
2,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,2,1,1,2
2,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,2,1,1,2
2,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
3,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,3,3,2,3
4,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
